mikko,"{199: ([71], 0.0028328611898017)}"
my,"{3517: ([23, 33, 41, 23, 33, 41], 0.004966887417218543), 3676: ([27], 0.00546448087431694), 3682: ([9], 0.012658227848101266), 3686: ([3], 0.015873015873015872), 3702: ([25, 36], 0.0425531914893617), 3712: ([3], 0.03571428571428571), 3715: ([6, 95, 103], 0.02702702702702703), 3723: ([3], 0.013333333333333334), 3728: ([2], 0.023255813953488372), 9426: ([319], 0.0018050541516245488), 10422: ([10], 0.01818181818181818), 10591: ([22], 0.025), 10707: ([18], 0.023255813953488372), 11035: ([15], 0.025), 11120: ([28], 0.020833333333333332), 11318: ([14], 0.022727272727272728), 11535: ([20], 0.023255813953488372), 11584: ([7, 26, 41, 53], 0.06896551724137931), 11727: ([24], 0.018867924528301886), 11853: ([1, 16, 27, 35], 0.09523809523809523), 11886: ([31], 0.0196078431372549), 11914: ([19], 0.02702702702702703), 12022: ([9], 0.02631578947368421), 12210: ([16], 0.02127659574468085), 12266: ([13], 0.022727272727272728), 12302: ([2, 19, 28], 0.08571428571428572), 12691: ([307, 2638, 7620], 0.0002957121734844751), 12810: ([35], 0.008771929824561403), 12827: ([4], 0.01639344262295082), 13523: ([269], 0.0030959752321981426), 13641: ([269], 0.0030959752321981426), 13643: ([269], 0.0030959752321981426), 13834: ([269], 0.0030959752321981426), 13894: ([269], 0.0030959752321981426), 13952: ([269], 0.0030959752321981426), 14386: ([112], 0.006944444444444444), 14470: ([7, 27, 45], 0.05172413793103448), 14706: ([25], 0.014285714285714285), 14732: ([8], 0.001996007984031936), 14982: ([10, 53], 0.029411764705882353), 15074: ([141], 0.005681818181818182), 15228: ([8], 0.009009009009009009), 15231: ([3423], 0.00026888948642108095), 15269: ([261, 677, 3369, 5515], 0.0005564056196967589), 15283: ([3, 56], 0.0091324200913242), 15323: ([35], 0.02040816326530612), 15596: ([6, 37], 0.045454545454545456), 15832: ([0, 169], 0.008583690987124463), 15931: ([81, 96, 106], 0.008982035928143712), 15936: ([24], 0.01694915254237288), 16084: ([2425, 3756], 0.00048792388387411563), 16309: ([812], 0.00046189376443418013), 16479: ([294, 416], 0.0020942408376963353), 16518: ([3, 53, 59], 0.04838709677419355), 16555: ([3, 27], 0.0625), 16603: ([4525, 5592], 0.00030613806826878924), 16627: ([255], 0.003134796238244514), 16676: ([1265], 0.0007861635220125787), 16792: ([5, 13, 20], 0.125), 16848: ([2], 0.029411764705882353), 16859: ([2, 72, 93, 104, 124], 0.014164305949008499), 17238: ([11], 0.04), 17304: ([40], 0.0045045045045045045), 17307: ([2, 4, 46, 2, 4, 46], 0.0013321492007104796), 17313: ([40, 82], 0.004728132387706856), 17350: ([3, 9, 15], 0.16666666666666666), 17799: ([173, 223, 419], 0.0026905829596412557), 17846: ([28], 0.014925373134328358), 17968: ([116], 0.007194244604316547), 18107: ([28], 0.014925373134328358), 18346: ([187, 187], 0.0004675081813931744), 18359: ([5], 0.011494252873563218), 18410: ([49, 110], 0.013071895424836602), 18441: ([106], 0.004672897196261682), 18507: ([51, 58, 65], 0.013636363636363636), 18562: ([44], 0.018867924528301886), 18604: ([148], 0.005952380952380952), 18658: ([23, 35], 0.029411764705882353), 18665: ([1717, 2887, 3481, 3517, 4294, 5000], 0.0010319917440660474), 18750: ([253, 615], 0.0009671179883945841), 18891: ([1, 34, 39], 0.06976744186046512), 18934: ([44], 0.0013280212483399733), 19111: ([8], 0.0625), 19225: ([19], 0.009523809523809525), 19487: ([6, 37], 0.045454545454545456), 19588: ([22], 0.011764705882352941), 19602: ([196, 204], 0.009216589861751152), 19740: ([13], 0.045454545454545456), 19753: ([17], 0.022727272727272728), 19858: ([24], 0.014705882352941176), 19905: ([67, 71], 0.016260162601626018), 19961: ([0, 31, 34], 0.08108108108108109), 20041: ([1249, 2041, 4155], 0.0006844626967830253), 20058: ([14, 571], 0.0026845637583892616), 20089: ([245, 247], 0.008032128514056224), 20118: ([16, 18], 0.038461538461538464), 20168: ([812], 0.00046189376443418013), 20199: ([15], 0.0064516129032258064), 20269: ([35, 190, 307, 422, 534], 0.008517887563884156), 20418: ([5, 23, 33], 0.05660377358490566), 20495: ([48], 0.01098901098901099), 20701: ([3414], 0.00026954177897574127), 20793: ([10, 53], 0.029411764705882353), 20804: ([13, 15], 0.0196078431372549), 20849: ([24], 0.01282051282051282), 20876: ([255], 0.003134796238244514), 20961: ([24], 0.027777777777777776), 21027: ([4], 0.0625), 21210: ([179, 187], 0.010526315789473684), 21413: ([28], 0.018867924528301886), 21431: ([231, 259, 274, 511, 541, 550, 608], 0.011308562197092083), 21582: ([20], 0.010101010101010102), 21637: ([23, 36], 0.029411764705882353), 21644: ([3507], 0.00026295030239284776), 21794: ([2, 2], 0.0005037783375314861), 21994: ([57, 168, 278], 0.008426966292134831), 22213: ([261, 620, 3294, 5440], 0.000562350625615071), 22217: ([2], 0.029411764705882353), 22284: ([21], 0.014084507042253521), 22391: ([174, 229, 335, 480], 0.0031620553359683794), 22588: ([19, 22], 0.08333333333333333), 22713: ([11], 0.0015360983102918587), 22834: ([101], 0.007575757575757576), 22908: ([30], 0.005555555555555556), 23066: ([19], 0.009523809523809525), 23092: ([6, 70, 72], 0.04054054054054054), 23264: ([24], 0.027777777777777776), 23422: ([57], 0.005714285714285714), 23647: ([2162], 0.000368052999631947), 23691: ([207, 215], 0.008771929824561403), 23716: ([39], 0.012658227848101266), 23986: ([2, 37, 42], 0.06666666666666667), 24027: ([116], 0.006802721088435374), 24181: ([1], 0.045454545454545456), 24354: ([19], 0.008849557522123894), 24595: ([19], 0.009523809523809525), 24644: ([261, 659, 3351, 5497], 0.0005578022590991494), 24660: ([2], 0.045454545454545456), 25152: ([273, 273], 0.0004440497335701599), 25343: ([24], 0.011235955056179775), 25393: ([65], 0.01098901098901099), 25580: ([261, 677, 3369, 5515], 0.0005564056196967589), 25618: ([9], 0.013333333333333334), 25681: ([24], 0.004291845493562232), 25702: ([37, 43, 51, 54], 0.04040404040404041), 25958: ([11, 13], 0.031746031746031744), 26075: ([24], 0.027777777777777776), 26320: ([78], 0.009523809523809525), 26364: ([55], 0.014492753623188406), 26506: ([116], 0.007194244604316547), 26527: ([2, 4, 8, 11, 17, 31, 70, 82, 100, 2, 4, 8, 11, 17, 31, 70, 82, 100], 0.003472892147404978), 26686: ([2888], 0.00030330603579011223), 26796: ([24], 0.02040816326530612), 26862: ([10], 0.014084507042253521), 27125: ([3581], 0.00025673940949935817), 27147: ([11], 0.04), 27312: ([50], 0.011235955056179775), 27360: ([1, 15, 112, 125, 160], 0.029239766081871343), 27408: ([70], 0.002849002849002849), 27531: ([20, 22], 0.02531645569620253), 27762: ([108, 119, 124], 0.013824884792626729), 27772: ([15, 43], 0.03636363636363636), 27962: ([677, 680], 0.002325581395348837), 28066: ([24], 0.027777777777777776), 28143: ([76], 0.005747126436781609), 28202: ([24], 0.02631578947368421), 28213: ([24, 30, 36], 0.07894736842105263), 28231: ([94, 117, 215, 238], 0.012618296529968454), 28257: ([41, 63], 0.011111111111111112), 28496: ([84, 100, 113], 0.014705882352941176), 28503: ([24], 0.024390243902439025), 28800: ([41, 47, 58, 77], 0.0273972602739726), 29267: ([2600, 3873, 4672], 0.0005253020486779899), 29408: ([25], 0.015873015873015872), 29438: ([2650], 0.00032690421706440013), 29477: ([17], 0.014285714285714285), 29491: ([3, 40, 45], 0.06382978723404255), 29591: ([22], 0.011764705882352941), 29750: ([19], 0.01282051282051282), 29776: ([24], 0.00031446540880503143), 29879: ([28], 0.014925373134328358), 30093: ([94, 99], 0.015151515151515152), 30099: ([0, 37, 39], 0.07317073170731707), 30207: ([29], 0.013333333333333334), 30219: ([26], 0.008403361344537815), 30403: ([52], 0.014084507042253521), 30512: ([111], 0.006493506493506494), 30539: ([24], 0.011235955056179775), 30664: ([0, 39, 42], 0.06666666666666667), 30804: ([102, 352], 0.0033277870216306157), 30818: ([163, 376], 0.004694835680751174), 30886: ([115], 0.004347826086956522), 30912: ([109], 0.005847953216374269), 30935: ([135], 0.006896551724137931), 30963: ([13, 23, 33], 0.06666666666666667), 30996: ([1, 15, 112, 125, 160], 0.029239766081871343), 31097: ([35], 0.0078125), 31248: ([67], 0.008264462809917356), 31368: ([78], 0.009523809523809525), 31435: ([8], 0.003952569169960474), 31683: ([2230, 2240, 2250], 0.0011627906976744186), 31849: ([20, 23], 0.08), 31850: ([86], 0.005208333333333333), 31864: ([0, 9, 14], 0.1875), 31927: ([122, 236, 377], 0.007177033492822967), 32006: ([3861, 4423], 0.00037313432835820896), 32151: ([3423], 0.00026888948642108095), 32244: ([40, 79], 0.014598540145985401), 32325: ([194], 0.0036363636363636364), 32380: ([658], 0.001226993865030675), 32527: ([16, 18], 0.0196078431372549), 32787: ([1059, 2558], 0.0007377351530800443), 32895: ([48], 0.01098901098901099), 33154: ([2722], 0.00031938677738741617), 33286: ([2, 72, 93, 104, 124], 0.014164305949008499), 33338: ([10, 12], 0.03508771929824561), 33355: ([86, 150], 0.011363636363636364), 33390: ([2, 6, 14, 20], 0.15384615384615385), 33414: ([148, 153], 0.009345794392523364), 33497: ([13, 53], 0.029850746268656716), 33766: ([65], 0.01098901098901099), 33868: ([2], 0.05263157894736842), 34051: ([86], 0.005208333333333333), 34398: ([174, 299, 332, 351, 369, 399, 464, 561], 0.012213740458015267), 34409: ([166], 0.005025125628140704), 34474: ([65], 0.009900990099009901), 34711: ([75, 80], 0.01652892561983471), 34716: ([2450], 0.00029507229271171436), 34840: ([24], 0.0021929824561403508), 34892: ([15, 17, 29, 50], 0.05714285714285714), 34906: ([2], 0.011627906976744186), 34987: ([3, 37, 42], 0.06818181818181818), 35016: ([24], 0.02127659574468085), 35201: ([81, 96, 106], 0.008982035928143712), 35294: ([111], 0.006993006993006993), 35367: ([0, 50, 54], 0.05172413793103448), 35563: ([116], 0.006802721088435374), 35680: ([2], 0.037037037037037035), 36293: ([253, 615], 0.0009671179883945841), 36325: ([0, 38, 41], 0.06818181818181818), 36506: ([12, 14], 0.022727272727272728), 36624: ([56], 0.008928571428571428), 36664: ([4], 0.0028169014084507044), 36712: ([178, 183], 0.008264462809917356), 36888: ([5, 34, 40], 0.030303030303030304), 37010: ([81, 96, 106], 0.01048951048951049), 37108: ([40], 0.001394700139470014), 37109: ([210], 0.003937007874015748), 37174: ([1818, 3066, 3380], 0.0008653014133256418), 37343: ([30], 0.005555555555555556), 37977: ([5, 26, 47, 5, 26, 47], 0.0019059720457433292), 38157: ([85, 85], 0.0007089684509039348), 38197: ([9, 42, 75, 9, 42, 75], 0.0021269053527118043), 38256: ([26, 26], 0.0007089684509039348), 38344: ([29], 0.014925373134328358), 38352: ([58], 0.005494505494505495), 38416: ([7, 27, 47, 7, 27, 47], 0.0019059720457433292), 38522: ([28, 28], 0.0006353240152477764), 38576: ([98], 0.004694835680751174), 38691: ([21, 24], 0.07407407407407407), 38692: ([21, 24], 0.03571428571428571), 38693: ([27, 30], 0.06060606060606061), 38694: ([21, 24], 0.07407407407407407), 38695: ([21, 24], 0.07407407407407407), 38696: ([21, 24], 0.07407407407407407)}"
mac,"{3683: ([3], 0.010638297872340425), 3716: ([2], 0.007142857142857143), 4315: ([38], 0.0044444444444444444), 4334: ([36, 47, 63, 80], 0.015384615384615385), 4419: ([0, 43], 0.03571428571428571), 4426: ([31], 0.0045662100456621), 4483: ([0, 20], 0.06060606060606061), 4523: ([28], 0.004694835680751174), 4546: ([28], 0.016129032258064516), 4580: ([28], 0.014705882352941176), 4584: ([28], 0.004739336492890996), 4701: ([0, 43], 0.03571428571428571), 4732: ([0, 57], 0.02857142857142857), 4996: ([0, 43], 0.03571428571428571), 5056: ([0, 26], 0.05128205128205128), 5074: ([28, 31, 39], 0.012605042016806723), 5082: ([23], 0.004784688995215311), 5096: ([28], 0.0044444444444444444), 5206: ([28], 0.004694835680751174), 5226: ([31], 0.0045045045045045045), 5229: ([17], 0.003484320557491289), 5246: ([0, 43], 0.03571428571428571), 5253: ([28], 0.016129032258064516), 5270: ([7], 0.0035587188612099642), 5310: ([12], 0.00411522633744856), 5328: ([0, 8], 0.05405405405405406), 5399: ([86, 159], 0.009433962264150943), 5416: ([0, 20], 0.06060606060606061), 5493: ([0, 20], 0.06060606060606061), 5622: ([31], 0.00411522633744856), 5702: ([86, 159], 0.009433962264150943), 5804: ([0, 43], 0.03571428571428571), 5808: ([23], 0.00390625), 5879: ([28], 0.004484304932735426), 5888: ([7, 20, 30], 0.06382978723404255), 5967: ([0, 20], 0.06060606060606061), 6025: ([0, 43], 0.03571428571428571), 6028: ([41, 52, 68, 85], 0.01509433962264151), 6040: ([0, 57], 0.02857142857142857), 6042: ([0, 43], 0.03571428571428571), 6074: ([86, 159], 0.009523809523809525), 6084: ([28], 0.016129032258064516), 6101: ([0, 43], 0.03571428571428571), 6107: ([0, 43], 0.03571428571428571), 6110: ([0, 20], 0.06060606060606061), 6135: ([28], 0.016129032258064516), 6150: ([38, 49, 65, 82], 0.015267175572519083), 6188: ([14], 0.0034965034965034965), 6206: ([28], 0.016129032258064516), 6214: ([0, 43], 0.03571428571428571), 6309: ([28], 0.016129032258064516), 6380: ([23], 0.004347826086956522), 6391: ([23], 0.0038461538461538464), 6489: ([12], 0.0035211267605633804), 6542: ([12], 0.0035211267605633804), 6543: ([0, 20], 0.06060606060606061), 6570: ([14], 0.0034965034965034965), 6572: ([31], 0.0045662100456621), 6602: ([31], 0.0045045045045045045), 6645: ([38, 49, 65, 82], 0.015267175572519083), 6658: ([14], 0.0034965034965034965), 6722: ([0, 45], 0.034482758620689655), 6726: ([12], 0.0035211267605633804), 6845: ([31], 0.00411522633744856), 6846: ([28, 31, 39], 0.012605042016806723), 6850: ([0, 43], 0.03571428571428571), 6855: ([28], 0.016129032258064516), 6903: ([28], 0.016129032258064516), 6950: ([28], 0.0044444444444444444), 6965: ([28], 0.014705882352941176), 7004: ([12], 0.0035211267605633804), 7031: ([86, 159], 0.009433962264150943), 7075: ([23], 0.0048543689320388345), 7105: ([28], 0.004694835680751174), 7123: ([0, 20], 0.06060606060606061), 7160: ([31], 0.004629629629629629), 7211: ([23], 0.004347826086956522), 7263: ([23], 0.0048543689320388345), 7283: ([28, 31, 39], 0.012605042016806723), 7341: ([23], 0.004201680672268907), 7452: ([28], 0.016129032258064516), 7455: ([41, 52, 68, 85], 0.01509433962264151), 7478: ([23], 0.004347826086956522), 7492: ([0, 20], 0.06060606060606061), 7499: ([28], 0.004739336492890996), 7542: ([31], 0.0045662100456621), 7664: ([38, 49, 65, 82], 0.015267175572519083), 7667: ([28], 0.0043859649122807015), 7694: ([17], 0.003484320557491289), 7712: ([38, 49, 65, 82], 0.015267175572519083), 7724: ([0, 8, 27, 33], 0.06896551724137931), 7796: ([28], 0.0043859649122807015), 7943: ([17], 0.003484320557491289), 7965: ([0, 8, 27, 33], 0.06896551724137931), 7988: ([0, 10, 21, 29], 0.08695652173913043), 8086: ([0, 43], 0.03571428571428571), 8127: ([7], 0.0036101083032490976), 8199: ([7], 0.0035842293906810036), 8257: ([12], 0.0035211267605633804), 8287: ([28], 0.004651162790697674), 8325: ([28], 0.004484304932735426), 8430: ([0, 43], 0.03571428571428571), 8502: ([0, 43], 0.03571428571428571), 8503: ([0, 26], 0.05128205128205128), 8581: ([23], 0.00390625), 8584: ([28], 0.016129032258064516), 8627: ([86, 159], 0.009433962264150943), 8644: ([7], 0.0035587188612099642), 8664: ([28], 0.004694835680751174), 8731: ([0, 20], 0.06060606060606061), 8735: ([7, 20, 30], 0.06382978723404255), 8738: ([12], 0.0035211267605633804), 8864: ([28], 0.0043859649122807015), 8874: ([0, 43], 0.03571428571428571), 8954: ([7, 20, 30], 0.06382978723404255), 8963: ([28], 0.014705882352941176), 8971: ([86, 159], 0.009433962264150943), 9011: ([28], 0.016129032258064516), 9032: ([12], 0.00411522633744856), 9078: ([28], 0.004484304932735426), 9080: ([28], 0.016129032258064516), 9175: ([0, 20], 0.06060606060606061), 9200: ([7, 20, 30], 0.06382978723404255), 9203: ([31], 0.0045662100456621), 9245: ([23], 0.004784688995215311), 9268: ([0, 41], 0.037037037037037035), 9292: ([12], 0.004081632653061225), 9314: ([0, 20], 0.06060606060606061), 9335: ([0, 43], 0.03571428571428571), 9361: ([28], 0.016129032258064516), 9362: ([17], 0.003484320557491289), 12691: ([1424, 1446], 0.00019714144898965008), 14759: ([397], 0.0019880715705765406), 15339: ([59], 0.012195121951219513), 16107: ([426], 0.0018796992481203006), 16295: ([18], 0.030303030303030304), 17035: ([16], 0.024390243902439025), 17170: ([6, 14], 0.03508771929824561), 17171: ([15], 0.03333333333333333), 17554: ([482], 0.0017006802721088435), 18121: ([37, 44, 117], 0.015463917525773196), 18690: ([5], 0.017543859649122806), 18934: ([181, 504], 0.0026560424966799467), 18958: ([24, 32, 55, 67], 0.037037037037037035), 20096: ([2, 30, 48], 0.05172413793103448), 20422: ([3], 0.020833333333333332), 20717: ([16], 0.024390243902439025), 21539: ([0, 31, 33], 0.08571428571428572), 22305: ([15], 0.03333333333333333), 23617: ([9, 32], 0.018018018018018018), 24354: ([51, 56, 61], 0.02654867256637168), 25334: ([24], 0.02564102564102564), 25698: ([7], 0.03125), 26271: ([2, 26, 41], 0.0625), 26318: ([20], 0.02857142857142857), 27103: ([39, 71], 0.02531645569620253), 27393: ([25], 0.010526315789473684), 27998: ([3, 20, 28], 0.0967741935483871), 28014: ([13, 82], 0.008130081300813009), 28021: ([27, 34, 49], 0.030612244897959183), 28571: ([8], 0.03571428571428571), 29022: ([17], 0.003215434083601286), 29832: ([34], 0.010752688172043012), 30295: ([56], 0.013157894736842105), 30760: ([226], 0.002352941176470588), 31567: ([461], 0.001763668430335097), 31587: ([11], 0.008130081300813009), 31683: ([1328], 0.0003875968992248062), 32818: ([18], 0.027777777777777776), 33621: ([21], 0.011764705882352941), 34812: ([24], 0.003787878787878788), 36280: ([13], 0.029411764705882353), 36506: ([51, 62, 73, 84], 0.045454545454545456), 36926: ([16], 0.03225806451612903), 37821: ([211, 217, 231, 235], 0.016877637130801686)}"
made,"{3529: ([8], 0.03333333333333333), 5399: ([65], 0.0047169811320754715), 5702: ([65], 0.0047169811320754715), 6074: ([65], 0.004761904761904762), 7031: ([65], 0.0047169811320754715), 8627: ([65], 0.0047169811320754715), 8971: ([65], 0.0047169811320754715), 11202: ([28], 0.022727272727272728), 11674: ([8], 0.05555555555555555), 11728: ([34], 0.022727272727272728), 11744: ([31], 0.02127659574468085), 11851: ([25], 0.023255813953488372), 11857: ([1, 14, 23, 29], 0.11764705882352941), 12691: ([548], 9.857072449482504e-05), 14236: ([26], 0.008695652173913044), 14846: ([44, 44], 0.00039888312724371757), 14998: ([41, 41], 0.00040120361083249747), 15006: ([32, 32], 0.00040120361083249747), 15206: ([46], 0.011764705882352941), 15231: ([3212], 0.00026888948642108095), 15251: ([12], 0.047619047619047616), 15269: ([4516, 5315], 0.00027820280984837946), 16084: ([3626], 0.00024396194193705782), 16304: ([8], 0.05), 16309: ([1172, 1929], 0.0009237875288683603), 16322: ([2289, 2294, 2588], 0.000774593338497289), 16447: ([23, 244, 603, 1860, 2892], 0.000876885303402315), 16603: ([4297, 4913], 0.00030613806826878924), 16676: ([477, 626, 848], 0.0023584905660377358), 17014: ([166, 184], 0.005934718100890208), 17799: ([339], 0.0008968609865470852), 18414: ([45, 45], 0.0005314908317831517), 18665: ([4073, 4661], 0.0003439972480220158), 19384: ([370], 0.0006882312456985547), 19802: ([26], 0.0013297872340425532), 20041: ([4025], 0.00022815423226100844), 20168: ([1172, 1929], 0.0009237875288683603), 20357: ([10], 0.02857142857142857), 20672: ([103], 0.008928571428571428), 20701: ([3203], 0.00026954177897574127), 21029: ([12, 12], 0.00040120361083249747), 21644: ([3296], 0.00026295030239284776), 21697: ([22], 0.004048582995951417), 21916: ([40], 0.022222222222222223), 22169: ([1196, 1963], 0.000931098696461825), 22197: ([36, 36], 0.0004977600796416127), 22213: ([4441, 5240], 0.0002811753128075355), 22391: ([279], 0.0007905138339920949), 22852: ([43], 0.0078125), 22976: ([1166, 1933], 0.0009442870632672333), 23814: ([366], 0.002004008016032064), 24037: ([6, 74], 0.018691588785046728), 24644: ([4498, 5297], 0.0002789011295495747), 24850: ([120], 0.007042253521126761), 24950: ([151], 0.005649717514124294), 25273: ([26], 0.007751937984496124), 25528: ([31], 0.02702702702702703), 25580: ([4516, 5315], 0.00027820280984837946), 26401: ([87], 0.0045662100456621), 26456: ([3], 0.030303030303030304), 26686: ([2677], 0.00030330603579011223), 27125: ([3370], 0.00025673940949935817), 27236: ([26], 0.007751937984496124), 27419: ([50], 0.0014858841010401188), 27724: ([171], 0.0045871559633027525), 27977: ([16], 0.0029498525073746312), 29010: ([23, 23], 0.00040807998367680065), 29023: ([521], 0.0013175230566534915), 29182: ([1161, 1918], 0.0009285051067780873), 29267: ([3668, 4542], 0.0003502013657853266), 29274: ([170], 0.004032258064516129), 29438: ([2439], 0.00032690421706440013), 30172: ([24, 24], 0.0004231013327691982), 30378: ([81], 0.0017331022530329288), 30457: ([19, 227], 0.0032733224222585926), 30478: ([31], 0.02040816326530612), 30951: ([372], 0.0021691973969631237), 31187: ([5], 0.03125), 31554: ([79], 0.002232142857142857), 32006: ([3640, 4237, 4297], 0.0005597014925373135), 32131: ([32], 0.008264462809917356), 32151: ([3212], 0.00026888948642108095), 32787: ([2428], 0.00036886757654002215), 33126: ([107], 0.00819672131147541), 33131: ([919, 992], 0.001463057790782736), 33154: ([2511], 0.00031938677738741617), 33546: ([1], 0.05), 33683: ([23, 23], 0.0004899559039686428), 34242: ([0, 43, 45], 0.06382978723404255), 34305: ([1819], 0.0001920860545524395), 34392: ([3], 0.045454545454545456), 34716: ([3053], 0.00029507229271171436), 34892: ([58], 0.014285714285714285), 34898: ([6], 0.011363636363636364), 34944: ([43], 0.0078125), 35069: ([75], 0.004629629629629629), 36527: ([13], 0.003134796238244514), 37174: ([2936], 0.00028843380444188056), 37847: ([290, 290], 0.0006353240152477764), 38153: ([178, 178], 0.0006353240152477764), 38409: ([40, 40], 0.0006353240152477764), 38412: ([289], 0.0028653295128939827)}"
magda,"{3677: ([29], 0.005988023952095809), 14184: ([0], 0.018867924528301886), 14198: ([0, 5], 0.015151515151515152), 14228: ([0], 0.058823529411764705), 14341: ([132], 0.0013869625520110957), 14412: ([2], 0.023255813953488372), 14488: ([8], 0.0035460992907801418), 15494: ([7], 0.034482758620689655), 15528: ([5], 0.018518518518518517), 15830: ([16], 0.014084507042253521), 16722: ([5], 0.027777777777777776), 18846: ([11], 0.02857142857142857), 19359: ([0, 51, 54], 0.05263157894736842), 19498: ([26], 0.001430615164520744), 20698: ([9], 0.030303030303030304), 21854: ([1, 40, 44], 0.06382978723404255), 22244: ([0, 9], 0.044444444444444446), 24508: ([522], 0.001392757660167131), 25424: ([3], 0.02127659574468085), 26675: ([9], 0.034482758620689655), 31593: ([7, 238], 0.0025348542458808617), 33195: ([5], 0.027777777777777776), 36888: ([85, 93, 96], 0.030303030303030304), 37078: ([9], 0.03125), 37896: ([6, 6], 0.0007089684509039348), 37990: ([2, 2], 0.0007089684509039348), 38508: ([8], 0.005405405405405406)}"
maity,"{3574: ([33], 0.0125)}"
manycore,"{3557: ([26], 0.014925373134328358), 18414: ([11, 11], 0.0005314908317831517), 24114: ([35], 0.01098901098901099), 26348: ([32, 32], 0.00038948393378773126), 26377: ([124, 162, 184, 238, 309], 0.007173601147776184), 28994: ([58, 88], 0.014598540145985401), 33200: ([35], 0.01098901098901099), 35319: ([60, 237, 258, 381], 0.010075566750629723)}"
manycores,"{3557: ([36], 0.014925373134328358), 14138: ([232], 0.002512562814070352), 14189: ([232], 0.0025906735751295338), 27737: ([115], 0.002380952380952381), 28994: ([111, 121], 0.014598540145985401)}"
maternal,"{3531: ([37], 0.012658227848101266), 3532: ([59], 0.008403361344537815), 3534: ([40], 0.011363636363636364), 3535: ([62], 0.00847457627118644), 3538: ([60], 0.008928571428571428), 3540: ([39], 0.012048192771084338), 3544: ([61], 0.008695652173913044), 3545: ([59], 0.008403361344537815), 3546: ([61], 0.008695652173913044), 3548: ([38], 0.01098901098901099), 3549: ([57], 0.009900990099009901), 3550: ([51, 91], 0.011764705882352941), 3552: ([5, 25], 0.041666666666666664), 3554: ([10, 45], 0.022988505747126436), 3559: ([42], 0.011904761904761904), 3561: ([65], 0.008849557522123894), 3563: ([55], 0.009345794392523364), 3565: ([33, 90], 0.015151515151515152), 3567: ([54], 0.009433962264150943), 3569: ([39, 91], 0.0136986301369863), 3570: ([34, 91], 0.010810810810810811), 3571: ([63], 0.009174311926605505), 3573: ([40], 0.011627906976744186), 3575: ([8, 91, 133, 148], 0.025477707006369428), 3577: ([59], 0.009009009009009009), 3578: ([38], 0.0125), 3579: ([64], 0.009174311926605505), 3581: ([40], 0.011904761904761904), 3583: ([57], 0.009900990099009901), 3584: ([56], 0.01020408163265306), 3585: ([40], 0.011904761904761904), 3590: ([58], 0.01), 3599: ([55], 0.009345794392523364), 3600: ([38], 0.0125), 3601: ([19], 0.023255813953488372), 3606: ([41], 0.011235955056179775), 14286: ([33], 0.008333333333333333), 14406: ([11], 0.02631578947368421), 14457: ([17, 30, 41], 0.05263157894736842), 15315: ([20, 53], 0.028985507246376812), 18750: ([1877], 0.00048355899419729207), 20723: ([35], 0.009523809523809525), 31064: ([20, 53], 0.028985507246376812), 36293: ([1877], 0.00048355899419729207)}"
maternity,"{3580: ([13], 0.02857142857142857), 3601: ([8, 10, 31, 37], 0.09302325581395349)}"
maternitycare,"{3554: ([3, 77, 82], 0.034482758620689655)}"
mattern,"{3708: ([31], 0.007462686567164179)}"
meetingfeb2019programmable,"{3531: ([4], 0.012658227848101266), 3540: ([6], 0.012048192771084338), 3548: ([3, 76, 84], 0.03296703296703297), 3573: ([7], 0.011627906976744186), 3589: ([28], 0.017857142857142856)}"
